,noaa,number,hpc_x,hpc_y,classification,hale_classification,numspots
1997-03-17,"8022,8021",2,"705.894,656.088","14.6508,-463.4778","BXO,AXX","BETAA,ALPHA","4,1"
1997-03-18,8022,1,843.168,-9.14124,BXO,BETAA,5
1997-03-19,"8023,8022",2,"357.1554,918.048","-58.00728,-65.5788","AXX,BXO","ALPHA,BETAA","2,2"
1997-03-21,"8025,8024",2,"722.526,67.2606","451.5312,33.68994","AXX,BXO","ALPHA,BETAA","1,2"
1997-03-28,8026,1,-834.522,-374.1852,BXO,BETA,3
1997-03-29,8026,1,-754.47,-336.4104,CRO,BETA,8
1997-03-30,8026,1,-633.456,-318.7026,DAO,BETA,16
1997-03-31,8026,1,-463.107,-319.7796,ESO,BETA,19
1997-04-01,8026,1,-301.3194,-295.4616,DAO,BETA,12
1997-04-02,8026,1,-106.506,-307.0092,CAO,BETA,13
1997-04-03,"8026,8027",2,"30.73596,-810.822","-291.174,-456.4824","EAI,CAO","BETA-GAMMA,BETA-GAMMA","29,3"
1997-04-04,"8027,8026",2,"-769.956,229.5828","-392.166,-279.2154","CAO,EAO","BETA-GAMMA,BETA-GAMMA","4,22"
1997-04-05,"8027,8026",2,"-653.808,374.6736","-405.3774,-285.8124","CAO,DAO","BETA-GAMMA,BETA-GAMMA","4,12"
1997-04-06,"8026,8027",2,"581.0832,-523.0776","-301.0584,-376.2798","CSO,CSO","BETA,BETA","6,10"
1997-04-07,"8027,8026",2,"-345.6486,697.338","-365.6862,-314.8248","CAO,AXX","BETAA,ALPHA","7,1"
1997-04-08,8027,1,-176.6808,-360.7794,CRO,BETAA,6
1997-04-09,"8027,8028",2,"0.0,730.674","-359.7888,-51.91476","CAO,AXX","BETAA,ALPHA","4,3"
1997-04-10,"8029,8027",2,"285.966,191.0478","475.3806,-362.9976","CRO,BXO","BETAA,BETAA","6,4"
1997-04-11,"8029,8027,8030",3,"490.7922,385.3272,485.9664","463.5234,-371.1288,265.6086","DAO,AXX,AXX","BETAA,ALPHA,ALPHA","13,2,2"
1997-04-12,"8029,8027",2,"620.118,533.739","451.4244,-381.6762","DAO,BXO","BETAA,BETAA","8,3"
1997-04-13,"8029,8031",2,"750.906,500.5086","433.3104,-411.1422","CAO,BXO","BETA,BETA","5,5"
1997-04-14,"8031,8029",2,"636.516,841.014","-424.5264,411.4842","DSO,BXO","BETA,BETA","9,5"
1997-04-15,"8029,8032,8031",3,"870.642,-302.3994,746.928","394.695,-292.4268,-425.3178","AXX,CRO,DAO","ALPHA,BETAA,BETAA","1,2,12"
1997-04-16,"8032,8031",2,"-93.0882,810.888","-272.9256,-459.8244","CRO,EAO","BETA-GAMMA,BETAA","13,6"
1997-04-17,"8032,8031",2,"123.9048,827.124","-274.4994,-471.9348","DSO,DAO","BETA-GAMMA,BETA-GAMMA","11,2"
1997-04-18,"8033,8032",2,"-217.1472,316.5834","538.6956,-296.34","BXO,BXO","BETA-GAMMA,BETA-GAMMA","2,7"
1997-04-19,8032,1,493.6368,-305.8632,BXO,BETA-GAMMA,3
1997-04-20,8034,1,246.7884,420.1008,AXX,ALPHA,2
1997-04-23,8035,1,-821.844,312.9234,BXO,BETAA,2
1997-04-24,8035,1,-707.106,342.8148,BXO,BETAA,3
1997-04-25,8035,1,-522.18,356.4054,BXO,BETAA,3
1997-04-27,"8036,8035",2,"534.9288,-158.1198","-236.3622,366.069","CRO,BXO","BETA,BETA","8,4"
1997-04-28,8036,1,682.194,-264.2538,CRO,BETA,7
1997-04-29,8036,1,809.184,-262.914,CRO,BETA,7
1997-04-30,8036,1,907.476,-252.5814,AXX,ALPHA,2
1997-05-04,8037,1,429.279,-367.8684,BXO,BETA,3
1997-05-05,8037,1,589.9632,-361.1808,AXX,ALPHA,1
1997-05-06,8038,1,-851.514,328.0884,HSX,ALPHA,1
1997-05-07,8038,1,-759.51,354.612,HAX,ALPHA,1
1997-05-08,8038,1,-633.624,363.4434,HSX,ALPHA,1
1997-05-09,"8039,8038",2,"465.291,-404.3838","415.1934,387.2976","BXO,HSX","BETAA,ALPHA","2,1"
1997-05-10,8038,1,-304.644,388.2486,CSO,BETAA,4
1997-05-11,"8039,8038",2,"690.918,-108.5526","400.8228,389.2308","AXX,HSX","ALPHA,ALPHA","1,2"
1997-05-12,"8038,8039",2,"93.087,793.812","387.5706,390.5874","HSX,BXO","ALPHA,BETAA","2,4"
1997-05-13,8038,1,289.809,383.5296,HSX,ALPHA,2
1997-05-14,8038,1,461.2104,362.5884,CSO,BETAA,5
1997-05-15,8038,1,621.558,355.1094,CSO,BETAA,7
1997-05-16,8038,1,758.028,346.0008,CAO,BETAA,5
1997-05-17,"8040,8038",2,"-784.362,833.628","121.7346,353.0688","AXX,CRO","ALPHA,BETAA","2,5"
1997-05-18,"8038,8042,8041,8040",4,"858.702,-620.262,-386.5566,-623.724","390.6288,425.8944,101.394,78.7014","AXX,AXX,BXO,BXO","ALPHA,ALPHA,BETAA,BETAA","1,1,2,3"
1997-05-19,"8041,8040",2,"-148.2378,-444.6594","135.3582,131.4954","AXX,CSO","ALPHA,BETAA","1,11"
1997-05-20,"8044,8043,8040",3,"-757.65,539.8722,-213.471","-537.7656,469.6158,116.499","HAX,BXO,DSO","ALPHA,BETAA,BETAA","1,6,14"
1997-05-21,"8043,8044,8040",3,"670.194,-690.642,0.0","463.2204,-546.4254,115.4478","CRO,HSX,DAO","BETAA,ALPHA,BETAA","10,2,15"
1997-05-22,"8040,8045,8044,8043",4,"213.0288,0.0,-629.154,771.654","129.1806,63.8526,-515.8374,456.0414","DAI,BXO,HSX,CAO","BETAA,BETAA,ALPHA,BETAA","26,3,1,9"
1997-05-23,"8045,8043,8040,8044",4,"214.038,832.212,415.617,-521.0124","61.149,434.8032,108.588,-527.526","BXO,CSO,DAO,HSX","BETAA,BETAA,BETAA,ALPHA","5,3,17,1"
1997-05-24,"8046,8045,8044,8040",4,"-785.328,446.082,-365.673,619.188","-406.5882,73.3308,-525.8706,135.837","AXX,BXO,HSX,ESO","ALPHA,BETAA,ALPHA,BETAA","1,2,1,14"
1997-05-25,"8046,8044,8040,8045",4,"-696.432,-227.7492,764.352,648.246","-388.1214,-525.8814,113.7126,34.66572","AXX,HSX,CSO,BXO","ALPHA,ALPHA,BETA,BETAA","2,1,7,2"
1997-05-26,"8046,8045,8044,8040",4,"-555.4836,786.27,-54.9948,882.852","-415.9956,62.385,-512.793,139.6944","AXX,BXO,AXX,CSO","ALPHA,BETAA,ALPHA,BETAA","3,2,3,2"
1997-05-27,"8045,8046,8040",3,"890.172,-397.6374,935.898","56.71584,-415.1136,133.2528","CRO,BXO,HSX","BETAA,BETAA,ALPHA","3,4,1"
1997-05-28,"8047,8046,8045",3,"-790.332,-206.7402,943.146","421.9764,-400.3272,34.68642","BXO,BXO,CRO","BETAA,BETAA,BETAA","4,5,4"
1997-05-29,"8047,8046",2,"-698.7,14.78388","424.6026,-416.5716","BXO,AXX","BETAA,ALPHA","4,1"
1997-05-30,"8047,8046",2,"-592.7754,235.4616","425.718,-403.791","CRO,AXX","BETAA,ALPHA","6,1"
1997-05-31,"8049,8047,8048",3,"-249.7098,-435.8574,-686.172","-405.507,440.9388,-438.8712","AXX,CRO,AXX","ALPHA,BETAA,ALPHA","1,3,1"
1997-06-01,"8047,8048",2,"-275.5734,-544.6692","440.3688,-453.0288","CRO,BXO","BETA,BETA","3,6"
1997-06-02,"8048,8047",2,"-389.901,-118.8396","-453.5304,424.3062","CRO,CRO","BETA,BETA","10,3"
1997-06-03,"8048,8047",2,"-217.0458,59.55792","-440.064,422.529","DSO,AXX","BETAA,ALPHA","13,2"
1997-06-04,8048,1,-43.88832,-441.6306,DSO,BETAA,10
1997-06-05,8048,1,188.5956,-443.3532,DSO,BETAA,6
1997-06-06,8048,1,343.9932,-430.2648,DAO,BETAA,5
1997-06-07,8048,1,504.0552,-446.1762,DAO,BETAA,5
1997-06-08,8048,1,641.118,-446.8056,DSO,BETA,7
1997-06-09,"8048,8051,8050",3,"757.74,138.6438,-699.882","-446.4744,335.418,427.56","CSO,AXX,AXX","BETA,ALPHA,ALPHA","4,1,1"
1997-06-10,"8048,8050",2,"822.444,-576.0948","-445.1352,425.7156","CRO,AXX","BETAA,ALPHA","2,1"
1997-06-11,8050,1,-418.7136,438.2328,AXX,ALPHA,1
1997-06-12,8050,1,-244.9062,435.9294,AXX,ALPHA,1
1997-06-13,"8052,8050",2,"-582.8064,-43.42776","267.5472,448.4268","CRO,BXO","BETAA,BETAA","3,3"
1997-06-14,"8052,8050",2,"-411.8166,144.0708","264.4014,446.8002","BXO,AXX","BETAA,ALPHA","6,1"
1997-06-15,"8050,8052",2,"310.7016,-218.2968","445.803,277.35","BXO,CRO","BETA,BETA","3,8"
1997-06-16,"8052,8050",2,"-31.49286,468.0072","275.0034,430.9584","CRO,AXX","BETAA,ALPHA","8,1"
1997-06-17,"8052,8050",2,"172.1568,590.1042","273.4344,460.8642","DRI,AXX","BETAA,ALPHA","17,1"
1997-06-18,"8052,8050",2,"364.6962,730.35","288.78,419.3478","BXO,AXX","BETAA,ALPHA","10,1"
1997-06-19,"8052,8053",2,"567.2118,-434.9076","274.3212,-449.1492","BXO,CRO","BETAA,BETAA","5,4"
1997-06-20,8053,1,-249.1338,-438.549,BXO,BETAA,6
1997-06-21,"8054,8053",2,"892.674,-88.3026","106.3746,-455.7798","AXX,AXX","ALPHA,ALPHA","1,2"
1997-06-22,8053,1,102.9438,-457.3722,AXX,ALPHA,1
1997-06-23,8055,1,-127.494,214.0494,BXO,BETAA,5
1997-06-24,8055,1,95.7534,212.0532,BXO,BETAA,4
1997-06-25,8055,1,328.1766,212.2884,BXO,BETAA,4
1997-06-26,"8056,8055",2,"280.1634,511.8204","242.0496,214.3296","CRO,BXO","BETAA,BETAA","12,2"
1997-06-27,8056,1,493.5192,244.512,DAO,BETAA,13
1997-06-28,8056,1,662.226,249.1182,DRO,BETAA,9
1997-06-29,"8057,8056",2,"-170.6424,791.238","436.0974,255.9378","AXX,BXO","ALPHA,BETA","2,4"
1997-06-30,"8057,8056",2,"42.51588,839.964","448.326,292.6452","AXX,AXX","ALPHA,ALPHA","2,2"
1997-07-03,8058,1,-621.822,-342.6102,BXO,BETAA,2
1997-07-04,8058,1,-439.1304,-396.8724,AXX,ALPHA,2
1997-07-05,8059,1,-28.6362,-520.3944,AXX,ALPHA,2
1997-07-06,8059,1,198.4818,-520.3806,AXX,ALPHA,1
1997-07-07,8059,1,313.8294,-546.453,AXX,ALPHA,1
1997-07-08,"8060,8059",2,"-307.4574,476.9928","25.84938,-528.243","BXO,BXO","BETAA,BETAA","2,4"
1997-07-09,"8059,8060",2,"621.258,-98.7384","-520.2468,21.21366","BXO,BXO","BETAA,BETAA","3,2"
1997-07-10,"8060,8059",2,"147.9714,685.572","3.408186,-552.9846","BXO,AXX","BETAA,BETAA","8,4"
1997-07-11,8060,1,353.7678,22.2177,BXO,BETAA,7
1997-07-15,8061,1,30.88872,-405.69,AXX,ALPHA,1
1997-07-18,8062,1,-795.546,339.8988,AXX,ALPHA,1
1997-07-19,8062,1,-686.88,324.6336,AXX,ALPHA,1
1997-07-21,8063,1,178.665,-470.9874,BXO,BETA,2
1997-07-23,8064,1,-847.056,332.8578,AXX,ALPHA,1
1997-07-24,"8064,8062",2,"-756.48,132.2334","345.8424,353.9142","CRO,DRO","BETAA,BETAA","4,7"
1997-07-25,"8065,8062,8064",3,"618.24,316.6032,-637.98","215.4294,357.2502,314.3886","BXO,DRO,CRO","BETAA,BETAA,BETAA","6,4,4"
1997-07-26,"8066,8065,8064,8062",4,"-838.962,746.904,-478.9194,503.8008","329.124,244.7244,285.315,381.1602","BXO,DSO,BXO,BXO","BETA-GAMMA,BETA-GAMMA,BETAA,BETAA","3,11,5,6"
1997-07-27,"8066,8065,8064,8062",4,"-747.342,850.548,-300.9078,659.25","326.145,246.3372,276.0024,394.3314","BXO,DAO,BXO,AXX","BETAA,BETAA,BETAA,ALPHA","3,9,3,3"
1997-07-28,"8065,8066,8064,8062",4,"900.258,-622.956,-61.3926,757.698","247.3962,326.3058,270.0348,408.7176","DAO,BXO,AXX,AXX","BETAA,BETAA,ALPHA,ALPHA","6,3,2,2"
1997-07-29,"8066,8064",2,"-488.9898,90.6462","346.1442,300.6684","AXX,BXO","ALPHA,BETAA","1,5"
1997-07-30,"8066,8064",2,"-316.7634,313.1034","351.708,288.8994","AXX,BXO","ALPHA,BETAA","1,3"
1997-07-31,8066,1,-135.6858,298.9374,AXX,ALPHA,2
1997-08-03,8067,1,-854.088,57.35802,AXX,ALPHA,1
1997-08-04,"8068,8067",2,"-479.244,-744.606","-430.7172,21.39828","BXO,AXX","BETAA,ALPHA","6,1"
1997-08-05,8068,1,-272.0808,-442.26,HSX,ALPHA,2
1997-08-06,"8070,8068,8069",3,"-711.744,-92.703,508.4844","-379.821,-432.7296,260.7612","AXX,CSO,BXO","ALPHA,BETAA,BETAA","1,2,6"
1997-08-07,"8070,8069,8068",3,"-564.8532,658.488,138.7536","-382.5534,274.1394,-433.0644","BXO,DAO,HSX","BETAA,BETAA,ALPHA","3,11,1"
1997-08-08,"8070,8068,8069",3,"-379.5966,334.4184,781.818","-396.192,-413.2362,292.5468","DSO,HRX,DAO","BETAA,ALPHA,BETAA","9,2,14"
1997-08-09,"8071,8070,8069,8068",4,"-781.944,-170.406,838.686,540.3852","292.119,-419.5812,341.6238,-386.2446","CRO,DAO,DSO,AXX","BETAA,BETAA,BETAA,ALPHA","4,12,8,1"
1997-08-10,"8072,8071,8070,8069",4,"-318.0582,-644.052,15.59004,882.096","246.522,351.4428,-422.3466,330.4782","AXX,BXO,CSO,CSO","ALPHA,BETA,BETA,BETA","1,3,12,5"
1997-08-11,"8071,8070",2,"-513.966,231.2046","337.4622,-419.8044","BXO,CSO","BETAA,BETAA","4,7"
1997-08-12,"8074,8073,8070,8071",4,"-823.242,-884.49,446.5374,-294.7668","388.0866,199.2756,-410.3994,307.7568","HSX,HSX,BXO,CSO","ALPHA,ALPHA,BETAA,BETAA","1,1,5,6"
1997-08-13,"8073,8071,8070,8074",4,"-802.032,-104.2002,597.372,-760.134","193.4436,317.5836,-398.4324,369.243","HSX,CAO,BXO,HSX","ALPHA,BETAA,BETAA,ALPHA","1,8,7,1"
1997-08-14,"8074,8070,8071,8073",4,"-672.834,730.902,104.2188,-695.856","353.3118,-381.393,316.8414,158.8866","CSO,CAO,CAO,HSX","BETAA,BETAA,BETAA,ALPHA","4,10,6,1"
1997-08-15,"8073,8070,8071,8074",4,"-542.4198,831.876,320.325,-521.5788","142.146,-345.7536,322.5108,351.5094","HSX,DSO,HRX,HSX","ALPHA,BETAA,ALPHA,ALPHA","1,4,2,2"
1997-08-16,"8071,8074,8073,8070,8075",5,"502.4622,-384.8478,-359.1924,882.258,-598.068","333.4908,340.953,146.0202,-336.5142,390.408","BXO,CSO,HSX,AXX,AXX","BETAA,BETAA,ALPHA,ALPHA,ALPHA","2,5,1,1,1"
1997-08-17,"8075,8074,8073",3,"-428.5698,-161.8398,-128.0034","374.3658,331.4832,137.8674","AXX,HRX,HSX","ALPHA,ALPHA,ALPHA","1,1,1"
1997-08-18,"8074,8073",2,"29.6088,64.1724","329.1168,136.3884","AXX,HSX","ALPHA,ALPHA","2,1"
1997-08-19,8073,1,270.189,123.7584,HSX,ALPHA,1
1997-08-20,8073,1,475.8444,134.0418,HSX,ALPHA,1
1997-08-21,8073,1,641.526,148.7418,HSX,ALPHA,1
1997-08-22,8073,1,802.524,156.3912,HSX,ALPHA,1
1997-08-23,8073,1,872.028,191.79,HSX,ALPHA,1
1997-08-24,8073,1,921.828,202.2012,AXX,ALPHA,1
1997-08-26,"8077,8076",2,"-750.714,-741.564","-424.4208,411.36","BXO,CRO","BETAA,BETAA","3,9"
1997-08-27,"8077,8076",2,"-624.444,-641.022","-431.1582,408.4926","AXX,DAI","ALPHA,BETAA","1,9"
1997-08-28,"8076,8078",2,"-501.7848,-399.8958","376.1232,175.1766","CSO,AXX","BETAA,ALPHA","11,2"
1997-08-29,"8079,8078,8076",3,"-160.101,-190.758,-339.363","132.2946,149.5218,364.1844","AXX,AXX,DSI","ALPHAGAMMA,ALPHAGAMMA,BETA-GAMMA","3,3,25"
1997-08-30,"8076,8078,8079",3,"-160.8036,-77.6796,48.26676","341.5056,228.8094,130.4124","ESI,AXX,AXX","BETA-GAMMA,ALPHAGAMMA,ALPHAGAMMA","32,2,3"
1997-08-31,"8080,8078,8076",3,"467.4798,78.2076,14.71242","195.3996,212.355,339.4086","BXO,BXO,ESI","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","5,5,29"
1997-09-01,"8081,8080,8078,8076",4,"-750.84,618.828,304.9008,216.141","497.7702,209.403,234.6084,358.2504","HRX,AXX,BXO,ESI","ALPHAGAMMA,ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA","1,3,4,32"
1997-09-02,"8082,8081,8080,8078,8076",5,"-830.034,-691.122,751.86,485.4336,395.763","316.1526,480.7146,228.7128,245.6424,351.2964","AXX,HSX,AXX,AXX,FSI","ALPHAGAMMA,ALPHAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETA-GAMMA","1,2,1,8,28"
1997-09-03,"8082,8081,8078,8076",4,"-755.04,-605.832,640.902,563.8902","279.759,465.3216,261.5094,365.82","AXX,HRX,AXX,FSI","ALPHAGAMMA,ALPHAGAMMA,ALPHAGAMMA,BETAAGAMMA","1,3,3,20"
1997-09-04,"8083,8081,8076",3,"-689.634,-476.3508,690.012","-504.855,450.0852,383.5152","CRO,AXX,ESI","BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA","4,4,17"
1997-09-05,"8076,8083,8082,8081",4,"770.118,-557.937,-520.6086,-351.2454","384.264,-510.7356,264.7158,425.454","ESO,DSO,AXX,AXX","BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,ALPHAGAMMA","6,7,1,2"
1997-09-06,"8082,8081,8076,8083,8084",5,"-334.3416,-234.3744,851.562,-399.567,-795.018","235.5186,419.7612,403.0056,-524.9556,305.6286","BXO,BXO,HSX,DKO,BXO","BETAAGAMMA,BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA,BETAAGAMMA","11,4,1,11,2"
1997-09-07,"8085,8081,8082,8084,8083,8076",6,"-841.002,-86.5698,-139.692,-688.146,-220.4118,863.058","-412.9824,370.419,228.765,284.5932,-534.2304,401.199","HSX,AXX,CSO,HRX,DAO,AXX","ALPHA,ALPHA,BETAA,ALPHA,BETAA,ALPHA","1,1,10,1,11,1"
1997-09-08,"8084,8083,8085,8081,8082",5,"-524.6094,-58.88796,-777.12,178.3548,62.3094","248.7444,-551.5512,-447.792,433.0218,227.6916","HRX,DAI,EAO,AXX,DSO","ALPHA,BETAA,BETAA,ALPHA,BETAA","3,14,6,1,10"
1997-09-09,"8085,8084,8083,8082",4,"-691.17,-391.5084,132.09,261.1812","-466.0614,238.7916,-550.617,232.3674","FKI,CAO,DAI,CRO","BETAA,BETAA,BETAA,BETAA","16,15,19,7"
1997-09-10,"8085,8084,8083,8082",4,"-556.8222,-199.6404,316.3158,460.0182","-484.431,246.615,-544.1496,243.537","FKI,DAI,DKO,BXO","BETA-GAMMA,BETAA,BETAA,BETAA","23,19,15,4"
1997-09-11,"8085,8084,8083",3,"-390.306,15.49452,484.2408","-512.5428,243.9264,-532.5006","FKI,DSI,DKO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","24,22,19"
1997-09-12,"8085,8084,8083,8086",4,"-222.6414,199.7472,627.186,-825.384","-520.8756,246.9216,-516.2988,404.0568","FKI,EAI,DKO,BXO","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","25,20,11,2"
1997-09-13,"8085,8084,8083",3,"-30.03348,389.2338,729.774","-524.5938,255.4872,-485.5212","FKI,EAO,EKO","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA,BETA-GAMMA","33,22,12"
1997-09-14,"8085,8084,8083,8086",4,"178.9554,558.639,806.28,-653.058","-522.2418,269.1468,-475.7124,362.0964","FKI,EAO,DAO,CSO","BETA-GAMMA,BETA-GAMMA,BETA,BETA-GAMMA","18,16,7,4"
1997-09-15,"8086,8085,8084,8083",4,"-520.5498,363.7494,708.6,847.116","362.4696,-514.2984,288.6894,-439.1502","CSO,FKI,ESO,HSX","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA","5,16,12,1"
1997-09-16,"8085,8084,8086",3,"517.8942,802.626,-387.6354","-502.425,291.111,336.4314","FKO,DAO,DAI","BETA-GAMMA,BETA-GAMMA,BETA-GAMMA","8,10,13"
1997-09-17,"8084,8086,8085",3,"863.598,-204.8112,710.37","330.4032,344.0718,-463.3164","EAO,DSO,HKX","BETA-GAMMA,BETAAGAMMA,ALPHAGAMMA","6,22,4"
1997-09-18,"8086,8085,8084",3,"0.0,824.07,885.294","325.6794,-434.241,351.2676","ESO,HAX,DRO","BETAAGAMMA,ALPHAGAMMA,BETAAGAMMA","14,2,6"
1997-09-19,"8085,8086",2,"862.62,161.634","-410.0286,343.6986","HHX,CSO","ALPHAGAMMA,BETAAGAMMA","1,9"
1997-09-20,8086,1,361.2636,336.3438,CSO,BETAAGAMMA,8
1997-09-21,8086,1,516.4686,379.9494,CSO,BETA,5
1997-09-22,"8087,8088,8086",3,"-844.02,-675.666,697.08","-389.523,-508.9662,354.8676","HSX,BXO,CSO","ALPHA,BETAA,BETA","1,2,6"
1997-09-23,"8088,8087,8086",3,"-521.403,-758.736,805.086","-528.5448,-398.8476,362.0814","CSO,HSX,CAO","BETAA,ALPHA,BETAA","13,1,3"
1997-09-24,"8088,8087,8086",3,"-344.7366,-622.182,859.254","-541.5792,-419.7024,386.9028","DAO,HAX,AXX","BETAA,ALPHA,ALPHA","15,2,1"
1997-09-25,"8087,8088",2,"-471.7554,-147.2622","-448.509,-548.7882","HSX,EAI","ALPHA,BETA-GAMMA","2,25"
1997-09-26,"8088,8087",2,"44.39826,-345.5292","-549.9006,-470.76","EAI,BXO","BETA-GAMMA,BETA-GAMMA","25,5"
1997-09-27,"8088,8087",2,"231.6456,-208.9662","-559.3332,-518.7348","ESO,AXX","BETAAGAMMA,ALPHAGAMMA","18,2"
1997-09-28,"8088,8087",2,"420.1554,-91.0824","-549.2148,-506.724","DAO,AXX","BETAA,ALPHA","12,1"
1997-09-29,8088,1,551.2008,-537.5544,DAO,BETAA,13
1997-09-30,"8089,8088",2,"627.564,687.918","250.0362,-518.967","AXX,DAO","ALPHA,BETAA","2,5"
1997-10-01,"8088,8090",2,"772.68,-798.27","-500.448,-468.5148","CAO,HSX","BETAA,ALPHA","4,1"
1997-10-02,"8090,8088,8091",3,"-701.25,834.084,-846.726","-490.2378,-471.924,325.3398","HSX,HAX,BXO","ALPHA,ALPHA,BETAA","1,1,6"
1997-10-04,"8091,8090",2,"-637.824,-402.6492","336.0234,-520.698","CSO,HSX","BETAA,ALPHA","6,1"
1997-10-05,"8091,8090",2,"-495.7908,-222.1218","290.5902,-528.4404","CSO,HSX","BETAA,ALPHA","5,1"
1997-10-06,"8091,8090",2,"-317.9706,-44.52624","281.1348,-544.9938","CSO,HRX","BETAA,ALPHA","5,1"
1997-10-07,"8091,8090",2,"-107.37,147.7716","292.4076,-543.012","BXO,HRX","BETAA,ALPHA","3,1"
1997-10-08,"8091,8090,8092",3,"137.8602,382.1622,-737.7","293.913,-310.3188,336.3678","AXX,AXX,BXO","ALPHA,ALPHA,BETAA","1,1,3"
1997-10-09,8092,1,-577.7592,317.109,BXO,BETAA,7
1997-10-10,"8093,8092",2,"-536.4042,-410.5008","441.1512,321.8226","BXO,BXO","BETAA,BETAA","3,4"
1997-10-11,"8094,8092,8093",3,"361.3854,-198.405,-375.504","288.0942,298.4406,415.2402","BXO,AXX,CRO","BETAA,ALPHA,BETAA","7,2,5"
1997-10-12,"8094,8093",2,"542.2164,-200.22","267.7254,409.47","BXO,CRO","BETA,BETA","5,6"
1997-10-13,"8095,8093,8092,8094",4,"-541.4754,-14.44992,119.7894,694.44","459.6822,408.1044,346.9338,267.144","BXO,DSO,AXX,BXO","BETAA,BETAA,ALPHA,BETAA","2,9,1,8"
1997-10-14,"8095,8094,8093",3,"-429.1218,807.288,172.1772","452.0262,285.4554,411.1314","AXX,BXO,DAO","ALPHA,BETAA,BETAA","2,4,12"
1997-10-15,"8096,8094,8093",3,"-826.344,864.846,323.5926","187.2318,318.219,417.1218","BXO,AXX,DAO","BETAA,ALPHA,BETAA","3,1,10"
1997-10-16,"8097,8093,8096",3,"-893.106,503.4678,-682.23","275.5026,413.1396,184.5012","HSX,CAO,CSO","ALPHA,BETAA,BETAA","2,9,6"
1997-10-17,"8096,8093,8097",3,"-524.496,640.638,-865.656","155.2872,426.9216,231.483","BXO,CSO,CSO","BETAA,BETAA,BETAA","5,8,2"
1997-10-18,"8097,8096,8093",3,"-774.498,-337.8018,730.53","231.5874,130.1592,456.5976","CSO,BXO,CSO","BETAA,BETAA,BETAA","3,10,9"
1997-10-19,"8097,8096,8093",3,"-630.516,-131.2566,798.732","215.8722,126.306,473.8086","CSO,CSO,BXO","BETA,BETA,BETA","3,7,5"
1997-10-20,"8097,8096,8093",3,"-405.6954,49.3746,858.684","202.311,126.948,437.0256","HSX,CSO,BXO","ALPHA,BETA,BETA","1,4,2"
1997-10-21,"8097,8096",2,"-209.394,260.0682","180.5352,131.667","HSX,HSX","ALPHA,ALPHA","1,4"
1997-10-22,"8097,8096",2,"16.25172,457.3692","179.7882,140.5782","CRO,BXO","BETAA,BETAA","4,3"
1997-10-23,8097,1,225.3096,183.756,BXO,BETAA,3
1997-10-25,8098,1,45.57816,-499.5204,AXX,ALPHA,1
1997-10-26,8099,1,-816.978,295.2306,CRO,BETA,3
1997-10-27,8099,1,-721.476,266.4084,CSO,BETA,4
1997-10-28,"8100,8098,8099",3,"-831.294,608.148,-551.5956","-374.7582,-431.3388,253.7448","CSO,BXO,CSO","BETA,BETA,BETA","5,3,6"
1997-10-29,"8100,8099,8098",3,"-745.422,-358.4142,747.45","-372.5676,246.1224,-416.5362","CAO,CSO,AXX","BETAA,BETAA,ALPHA","9,10,1"
1997-10-30,"8100,8099",2,"-628.572,-174.0384","-398.0844,259.617","DAO,BXO","BETAA,BETAA","15,6"
1997-10-31,"8100,8099",2,"-458.6652,47.75208","-376.806,260.0814","DAO,CRO","BETA-GAMMA,BETA-GAMMA","22,9"
1997-11-01,"8101,8100,8099",3,"860.232,-236.1198,270.0204","-338.1492,-398.2116,231.9288","AXX,EKI,CRO","ALPHAGAMMA,BETA-GAMMA,BETA-GAMMA","1,16,8"
1997-11-02,"8101,8099,8100",3,"913.302,529.5408,-16.02768","-306.495,242.8716,-383.6646","BXO,BXO,EAI","BETA-GAMMA,BETA,BETA-GAMMA","2,3,27"
1997-11-03,"8102,8100,8099",3,"-174.9006,190.971,717.06","424.6488,-380.6772,256.842","CAO,EKI,AXX","BETA-GAMMA,BETA-GAMMA,ALPHAGAMMA","7,36,1"
1997-11-04,"8100,8099,8102",3,"414.366,835.68,-29.36844","-388.9452,271.2582,425.0874","FKC,AXX,AXX","BETA-GAMMA-DELTA,ALPHAGAMMA,ALPHAGAMMA-DELTA","34,1,1"
1997-11-05,"8103,8100",2,"-138.9204,570.5034","333.9552,-395.7432","BXO,FKC","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","11,37"
1997-11-06,"8103,8100",2,"46.84608,728.376","319.113,-368.034","DRO,FKC","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","12,19"
1997-11-07,"8103,8100",2,"263.6268,850.242","307.2912,-337.4862","CAO,FKC","BETA-GAMMA-DELTA,BETA-GAMMA-DELTA","19,21"
